Type,EDI_Std_Nomenclature,AISC_Manual_Label,T_F,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/t,b/tdes,h/tw,h/tdes,D/t,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,Iz,rz,Sz,J,Cw,C,Wno,Sw1,Sw2,Sw3,Qf,Qw,ro,H,tan(α),Iw,zA,zB,zC,wA,wB,wC,SwA,SwB,SwC,SzA,SzB,SzC,rts,ho,PA,PA2,PB,PC,PD,T,WGi,WGo,EDI_Std_Nomenclature,AISC_Manual_Label,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/t,b/tdes,h/tw,h/tdes,D/t,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,Iz,rz,Sz,J,Cw,C,Wno,Sw1,Sw2,Sw3,Qf,Qw,ro,H,tan(α),Iw,zA,zB,zC,wA,wB,wC,SwA,SwB,SwC,SzA,SzB,SzC,rts,ho,PA,PA2,PB,PC,PD,T,WGi,WGo
W,W40X294,W40X294,F,294,86.2,40.4,40  3/8 ,–,–,–,12.0,12      ,–,–,–,1.06,1  1/16,  9/16,1.93,1 15/16,–,–,–,3.11,3  3/16,1  3/4 ,–,–,–,–,–,3.11,–,–,32.2,–,–,21900,1270,1080,15.9,562,150,93.5,2.55,–,–,–,76.6,208000,–,115,668,–,–,203,622,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.16,38.5,113,–,125,92.8,105,34      ,7  1/2 ,–,W1000X438,W1000X438,438,55600,1030,1030,–,–,–,305,305,–,–,–,26.9,27.0,14.3,49.0,49.2,–,–,–,79.0,81.0,44.5,–,–,–,–,–,3.11,–,–,32.2,–,–,9120,20800,17700,404,234,2460,1530,64.8,–,–,–,31900,55900,–,74200,278,–,–,3330,10200,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,80.3,978,2870,–,3180,2360,2670,864,191,–
W,W40X278,W40X278,F,278,82.3,40.2,40  1/8 ,–,–,–,12.0,12      ,–,–,–,1.03,1      ,  1/2 ,1.81,1 13/16,–,–,–,2.99,3  1/16,1  3/4 ,–,–,–,–,–,3.31,–,–,33.3,–,–,20500,1190,1020,15.8,521,140,87.1,2.52,–,–,–,65.0,192000,–,115,622,–,–,190,587,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.13,38.4,112,–,124,92.4,104,34      ,7  1/2 ,–,W1000X415,W1000X415,415,53100,1020,1020,–,–,–,305,305,–,–,–,26.2,25.4,12.7,46.0,46.0,–,–,–,75.9,77.8,44.5,–,–,–,–,–,3.31,–,–,33.3,–,–,8530,19500,16700,401,217,2290,1430,64.0,–,–,–,27100,51600,–,74200,259,–,–,3110,9620,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,79.5,975,2840,–,3150,2350,2640,864,191,–
W,W40X264,W40X264,F,264,77.4,40.0,40      ,–,–,–,11.9,11  7/8 ,–,–,–,0.960, 15/16,  1/2 ,1.73,1  3/4 ,–,–,–,2.91,3      ,1 11/16,–,–,–,–,–,3.45,–,–,35.6,–,–,19400,1130,971,15.8,493,132,82.6,2.52,–,–,–,56.1,181000,–,114,589,–,–,182,555,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.12,38.3,112,–,124,91.9,104,34      ,7  1/2 ,–,W1000X393,W1000X393,393,49900,1020,1020,–,–,–,302,302,–,–,–,24.4,23.8,12.7,43.9,44.4,–,–,–,73.9,76.2,42.9,–,–,–,–,–,3.45,–,–,35.6,–,–,8070,18500,15900,401,205,2160,1350,64.0,–,–,–,23400,48600,–,73500,245,–,–,2980,9090,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,79.2,973,2840,–,3150,2330,2640,864,191,–
W,W40X235,W40X235,F,235,69.1,39.7,39  3/4 ,–,–,–,11.9,11  7/8 ,–,–,–,0.830, 13/16,  7/16,1.58,1  9/16,–,–,–,2.76,2  7/8 ,1  5/8 ,–,–,–,–,–,3.77,–,–,41.2,–,–,17400,1010,875,15.9,444,118,74.6,2.54,–,–,–,41.3,161000,–,113,530,–,–,166,495,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.11,38.1,111,–,123,91.3,103,34      ,7  1/2 ,–,W1000X350,W1000X350,350,44600,1010,1010,–,–,–,302,302,–,–,–,21.1,20.6,11.1,40.1,39.7,–,–,–,70.1,73.0,41.3,–,–,–,–,–,3.77,–,–,41.2,–,–,7240,16600,14300,404,185,1930,1220,64.5,–,–,–,17200,43200,–,72900,221,–,–,2720,8110,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,79.0,968,2820,–,3120,2320,2620,864,191,–
W,W40X211,W40X211,F,211,62.1,39.4,39  3/8 ,–,–,–,11.8,11  3/4 ,–,–,–,0.750,  3/4 ,  3/8 ,1.42,1  7/16,–,–,–,2.60,2 11/16,1  9/16,–,–,–,–,–,4.17,–,–,45.6,–,–,15500,906,786,15.8,390,105,66.1,2.51,–,–,–,30.4,141000,–,112,468,–,–,148,442,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.07,38.0,110,–,122,90.6,102,34      ,7  1/2 ,–,W1000X314,W1000X314,314,40100,1000,1000,–,–,–,300,298,–,–,–,19.1,19.0,9.52,36.1,36.5,–,–,–,66.0,68.3,39.7,–,–,–,–,–,4.17,–,–,45.6,–,–,6450,14800,12900,401,162,1720,1080,63.8,–,–,–,12700,37900,–,72300,195,–,–,2430,7240,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,78.0,965,2790,–,3100,2300,2590,864,191,–
W,W40X183,W40X183,F,183,53.3,39.0,39      ,–,–,–,11.8,11  3/4 ,–,–,–,0.650,  5/8 ,  5/16,1.20,1  3/16,–,–,–,2.38,2  1/2 ,1  9/16,–,–,–,–,–,4.92,–,–,52.6,–,–,13200,774,675,15.7,331,88.3,56.0,2.49,–,–,–,19.3,118000,–,112,395,–,–,126,376,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.04,37.8,110,–,122,89.8,102,34      ,7  1/2 ,–,W1000X272,W1000X272,272,34400,991,991,–,–,–,300,298,–,–,–,16.5,15.9,7.94,30.5,30.2,–,–,–,60.5,63.5,39.7,–,–,–,–,–,4.92,–,–,52.6,–,–,5490,12700,11100,399,138,1450,918,63.2,–,–,–,8030,31700,–,72300,164,–,–,2060,6160,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,77.2,960,2790,–,3100,2280,2590,864,191,–
W,W40X167,W40X167,F,167,49.3,38.6,38  5/8 ,–,–,–,11.8,11  3/4 ,–,–,–,0.650,  5/8 ,  5/16,1.03,1      ,–,–,–,2.21,2  5/16,1  9/16,–,–,–,–,–,5.76,–,–,52.6,–,–,11600,693,600,15.3,283,76.0,47.9,2.40,–,–,–,14.0,99700,–,111,336,–,–,107,336,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,2.98,37.6,109,–,121,89.0,101,34      ,7  1/2 ,–,W1000X249,W1000X249,249,31800,980,981,–,–,–,300,298,–,–,–,16.5,15.9,7.94,26.2,25.4,–,–,–,56.1,58.7,39.7,–,–,–,–,–,5.76,–,–,52.6,–,–,4830,11400,9830,389,118,1250,785,61.0,–,–,–,5830,26800,–,71600,140,–,–,1750,5510,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,75.7,955,2770,–,3070,2260,2570,864,191,–
W,W40X149,W40X149,F,149,43.8,38.2,38  1/4 ,–,–,–,11.8,11  3/4 ,–,–,–,0.630,  5/8 ,  5/16,0.830, 13/16,–,–,–,2.01,2  1/8 ,1  1/2 ,–,–,–,–,–,7.11,–,–,54.3,–,–,9800,598,513,15.0,229,62.2,38.8,2.29,–,–,–,9.36,80000,–,110,270,–,–,86.7,288,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,2.89,37.4,108,–,120,88.2,100,34      ,7  1/2 ,–,W1000X222,W1000X222,222,28300,970,972,–,–,–,300,298,–,–,–,16.0,15.9,7.94,21.1,20.6,–,–,–,51.1,54.0,38.1,–,–,–,–,–,7.11,–,–,54.3,–,–,4080,9800,8410,381,95.3,1020,636,58.2,–,–,–,3900,21500,–,71000,112,–,–,1420,4720,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,73.4,950,2740,–,3050,2240,2540,864,191,–
W,W36X925,W36X925,T,925,272,43.1,43  1/8 ,–,–,–,18.6,18  5/8 ,–,–,–,3.02,3      ,1  1/2 ,4.53,4  1/2 ,–,–,–,5.28,5  3/8 ,2  5/16,–,–,–,–,–,2.05,–,–,10.8,–,–,73000,4130,3390,16.4,4940,862,531,4.26,–,–,–,1430,1840000,–,179,3780,–,–,681,2060,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,5.30,38.6,134,–,153,105,124,32  3/8 ,7  1/2 ,–,W920X1377,W920X1377,1380,175000,1090,1100,–,–,–,472,473,–,–,–,76.7,76.2,38.1,115,114,–,–,–,134,137,58.7,–,–,–,–,–,2.05,–,–,10.8,–,–,30400,67700,55600,417,2060,14100,8700,108,–,–,–,595000,494000,–,115000,1570,–,–,11200,33800,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,135,980,3400,–,3890,2670,3150,822,191,–
W,W36X853,W36X853,T,853,251,43.1,43  1/8 ,–,–,–,18.2,18  1/4 ,–,–,–,2.52,2  1/2 ,1  1/4 ,4.53,4  1/2 ,–,–,–,5.28,5  3/8 ,2  1/16,–,–,–,–,–,2.01,–,–,12.9,–,–,70000,3920,3250,16.7,4600,805,505,4.28,–,–,–,1240,1710000,–,175,3620,–,–,685,1950,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,5.22,38.6,135,–,153,104,122,32  3/8 ,7  1/2 ,–,W920X1269,W920X1269,1270,162000,1090,1100,–,–,–,462,464,–,–,–,64.0,63.5,31.8,115,114,–,–,–,134,137,52.4,–,–,–,–,–,2.01,–,–,12.9,–,–,29100,64200,53300,424,1910,13200,8280,109,–,–,–,516000,459000,–,113000,1510,–,–,11200,32000,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,133,980,3430,–,3890,2640,3100,822,191,–
W,W36X802,W36X802,T,802,236,42.6,42  5/8 ,–,–,–,18.0,18      ,–,–,–,2.38,2  3/8 ,1  3/16,4.29,4  5/16,–,–,–,5.04,5  1/8 ,2      ,–,–,–,–,–,2.10,–,–,13.7,–,–,64800,3660,3040,16.6,4210,744,468,4.22,–,–,–,1050,1540000,–,172,3330,–,–,642,1820,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,5.15,38.3,133,–,151,103,121,32  3/8 ,7  1/2 ,–,W920X1194,W920X1194,1190,152000,1080,1080,–,–,–,457,457,–,–,–,60.5,60.3,30.2,109,110,–,–,–,128,130,50.8,–,–,–,–,–,2.10,–,–,13.7,–,–,27000,60000,49800,422,1750,12200,7670,107,–,–,–,437000,414000,–,111000,1390,–,–,10500,29800,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,131,973,3380,–,3840,2620,3070,822,191,–
W,W36X723,W36X723,T,723,213,41.8,41  3/4 ,–,–,–,17.8,17  3/4 ,–,–,–,2.17,2  3/16,1  1/8 ,3.90,3  7/8 ,–,–,–,4.65,4 11/16,1  7/8 ,–,–,–,–,–,2.28,–,–,15.0,–,–,57300,3270,2740,16.4,3700,658,416,4.17,–,–,–,785,1330000,–,169,2930,–,–,578,1630,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,5.06,37.9,131,–,149,101,119,32  3/8 ,7  1/2 ,–,W920X1077,W920X1077,1080,137000,1060,1060,–,–,–,452,451,–,–,–,55.1,55.6,28.6,99.1,98.4,–,–,–,118,119,47.6,–,–,–,–,–,2.28,–,–,15.0,–,–,23800,53600,44900,417,1540,10800,6820,106,–,–,–,327000,357000,–,109000,1220,–,–,9470,26700,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,129,963,3330,–,3780,2570,3020,822,191,–
W,W36X652,W36X652,T,652,192,41.1,41      ,–,–,–,17.6,17  5/8 ,–,–,–,1.97,2      ,1      ,3.54,3  9/16,–,–,–,4.49,4 13/16,2  3/16,–,–,–,–,–,2.48,–,–,16.3,–,–,50600,2910,2460,16.2,3230,581,367,4.10,–,–,–,593,1130000,–,165,2560,–,–,518,1450,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,4.96,37.6,129,–,147,99.8,117,31  3/8 ,7  1/2 ,–,W920X970,W920X970,970,124000,1040,1040,–,–,–,447,448,–,–,–,50.0,50.8,25.4,89.9,90.5,–,–,–,114,122,55.6,–,–,–,–,–,2.48,–,–,16.3,–,–,21100,47700,40300,411,1340,9520,6010,104,–,–,–,247000,303000,–,106000,1070,–,–,8490,23800,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,126,955,3280,–,3730,2530,2970,797,191,–
W,W36X529,W36X529,T,529,156,39.8,39  3/4 ,–,–,–,17.2,17  1/4 ,–,–,–,1.61,1  5/8 , 13/16,2.91,2 15/16,–,–,–,3.86,4  3/16,2      ,–,–,–,–,–,2.96,–,–,19.9,–,–,39600,2330,1990,16.0,2490,454,289,4.00,–,–,–,327,846000,–,159,1990,–,–,419,1160,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,4.80,36.9,127,–,144,96.8,114,31  3/8 ,7  1/2 ,–,W920X787,W920X787,787,101000,1010,1010,–,–,–,437,438,–,–,–,40.9,41.3,20.6,73.9,74.6,–,–,–,98.0,106,50.8,–,–,–,–,–,2.96,–,–,19.9,–,–,16500,38200,32600,406,1040,7440,4740,102,–,–,–,136000,227000,–,103000,828,–,–,6870,19000,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,122,937,3230,–,3660,2460,2900,797,191,–
W,W36X487,W36X487,T,487,143,39.3,39  3/8 ,–,–,–,17.1,17  1/8 ,–,–,–,1.50,1  1/2 ,  3/4 ,2.68,2 11/16,–,–,–,3.63,4      ,1  7/8 ,–,–,–,–,–,3.19,–,–,21.4,–,–,36000,2130,1830,15.8,2250,412,263,3.96,–,–,–,258,754000,–,157,1800,–,–,383,1060,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,4.74,36.6,125,–,142,95.7,113,31  3/8 ,7  1/2 ,–,W920X725,W920X725,725,92300,998,1000,–,–,–,434,435,–,–,–,38.1,38.1,19.0,68.1,68.3,–,–,–,92.2,102,47.6,–,–,–,–,–,3.19,–,–,21.4,–,–,15000,34900,30000,401,937,6750,4310,101,–,–,–,107000,202000,–,101000,749,–,–,6280,17400,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,120,930,3180,–,3610,2430,2870,797,191,–
W,W36X441,W36X441,T,441,130,38.9,38  7/8 ,–,–,–,17.0,17      ,–,–,–,1.36,1  3/8 , 11/16,2.44,2  7/16,–,–,–,3.39,3  3/4 ,1  7/8 ,–,–,–,–,–,3.48,–,–,23.6,–,–,32100,1910,1650,15.7,1990,368,235,3.92,–,–,–,194,661000,–,154,1600,–,–,347,950,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,4.69,36.5,124,–,141,94.8,112,31  3/8 ,7  1/2 ,–,W920X656,W920X656,656,83900,988,987,–,–,–,432,432,–,–,–,34.5,34.9,17.5,62.0,61.9,–,–,–,86.1,95.3,47.6,–,–,–,–,–,3.48,–,–,23.6,–,–,13400,31300,27000,399,828,6030,3850,99.6,–,–,–,80700,178000,–,99400,666,–,–,5690,15600,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,119,927,3150,–,3580,2410,2840,797,191,–
W,W36X395,W36X395,T,395,116,38.4,38  3/8 ,–,–,–,16.8,16  7/8 ,–,–,–,1.22,1  1/4 ,  5/8 ,2.20,2  3/16,–,–,–,3.15,3  7/16,1 13/16,–,–,–,–,–,3.83,–,–,26.3,–,–,28500,1710,1490,15.7,1750,325,208,3.88,–,–,–,142,575000,–,152,1410,–,–,311,847,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,4.61,36.2,123,–,140,93.6,110,31  3/8 ,7  1/2 ,–,W920X588,W920X588,588,74800,975,975,–,–,–,427,429,–,–,–,31.0,31.8,15.9,55.9,55.6,–,–,–,80.0,87.3,46.0,–,–,–,–,–,3.83,–,–,26.3,–,–,11900,28000,24400,399,728,5330,3410,98.6,–,–,–,59100,154000,–,98100,587,–,–,5100,13900,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,117,919,3120,–,3560,2380,2790,797,191,–
W,W36X361,W36X361,T,361,106,38.0,38      ,–,–,–,16.7,16  3/4 ,–,–,–,1.12,1  1/8 ,  9/16,2.01,2      ,–,–,–,2.96,3  5/16,1  3/4 ,–,–,–,–,–,4.16,–,–,28.6,–,–,25700,1550,1350,15.6,1570,293,188,3.85,–,–,–,109,509000,–,150,1270,–,–,282,767,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,4.58,36.0,122,–,139,92.7,109,31  3/8 ,7  1/2 ,–,W920X537,W920X537,537,68400,965,965,–,–,–,424,425,–,–,–,28.4,28.6,14.3,51.1,50.8,–,–,–,75.2,84.1,44.5,–,–,–,–,–,4.16,–,–,28.6,–,–,10700,25400,22100,396,653,4800,3080,97.8,–,–,–,45400,137000,–,96800,529,–,–,4620,12600,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,116,914,3100,–,3530,2350,2770,797,191,–
W,W36X330,W36X330,F,330,96.9,37.7,37  5/8 ,–,–,–,16.6,16  5/8 ,–,–,–,1.02,1      ,  1/2 ,1.85,1  7/8 ,–,–,–,2.80,3  1/8 ,1  3/4 ,–,–,–,–,–,4.49,–,–,31.4,–,–,23300,1410,1240,15.5,1420,265,171,3.83,–,–,–,84.3,456000,–,149,1150,–,–,259,698,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,4.53,35.9,121,–,138,92.0,109,31  3/8 ,7  1/2 ,–,W920X491,W920X491,491,62500,958,956,–,–,–,422,422,–,–,–,25.9,25.4,12.7,47.0,47.6,–,–,–,71.1,79.4,44.5,–,–,–,–,–,4.49,–,–,31.4,–,–,9700,23100,20300,394,591,4340,2800,97.3,–,–,–,35100,122000,–,96100,479,–,–,4240,11400,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,115,912,3070,–,3510,2340,2770,797,191,–
W,W36X302,W36X302,F,302,89.0,37.3,37  3/8 ,–,–,–,16.7,16  5/8 ,–,–,–,0.945, 15/16,  1/2 ,1.68,1 11/16,–,–,–,2.63,3      ,1 11/16,–,–,–,–,–,4.96,–,–,33.9,–,–,21100,1280,1130,15.4,1300,241,156,3.82,–,–,–,64.3,412000,–,148,1040,–,–,235,635,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,4.53,35.6,121,–,138,91.3,108,31  3/8 ,7  1/2 ,–,W920X449,W920X449,449,57400,947,949,–,–,–,424,422,–,–,–,24.0,23.8,12.7,42.7,42.9,–,–,–,66.8,76.2,42.9,–,–,–,–,–,4.96,–,–,33.9,–,–,8780,21000,18500,391,541,3950,2560,97.0,–,–,–,26800,111000,–,95500,433,–,–,3850,10400,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,115,904,3070,–,3510,2320,2740,797,191,–
W,W36X282,W36X282,F,282,82.9,37.1,37  1/8 ,–,–,–,16.6,16  5/8 ,–,–,–,0.885,  7/8 ,  7/16,1.57,1  9/16,–,–,–,2.52,2  7/8 ,1  5/8 ,–,–,–,–,–,5.29,–,–,36.2,–,–,19600,1190,1050,15.4,1200,223,144,3.80,–,–,–,52.7,378000,–,147,960,–,–,219,591,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,4.50,35.5,120,–,137,90.8,107,31  3/8 ,7  1/2 ,–,W920X420,W920X420,420,53500,942,943,–,–,–,422,422,–,–,–,22.5,22.2,11.1,39.9,39.7,–,–,–,64.0,73.0,41.3,–,–,–,–,–,5.29,–,–,36.2,–,–,8160,19500,17200,391,499,3650,2360,96.5,–,–,–,21900,102000,–,94800,400,–,–,3590,9680,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,114,902,3050,–,3480,2310,2720,797,191,–
W,W36X262,W36X262,F,262,77.2,36.9,36  7/8 ,–,–,–,16.6,16  1/2 ,–,–,–,0.840, 13/16,  7/16,1.44,1  7/16,–,–,–,2.39,2  3/4 ,1  5/8 ,–,–,–,–,–,5.75,–,–,38.2,–,–,17900,1100,972,15.3,1090,204,132,3.76,–,–,–,41.6,342000,–,147,873,–,–,200,543,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,4.46,35.5,120,–,137,90.4,107,31  3/8 ,7  1/2 ,–,W920X390,W920X390,390,49800,937,937,–,–,–,422,419,–,–,–,21.3,20.6,11.1,36.6,36.5,–,–,–,60.7,69.9,41.3,–,–,–,–,–,5.75,–,–,38.2,–,–,7450,18000,15900,389,454,3340,2160,95.5,–,–,–,17300,91800,–,94800,363,–,–,3280,8900,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,113,902,3050,–,3480,2300,2720,797,191,–
W,W36X247,W36X247,F,247,72.5,36.7,36  5/8 ,–,–,–,16.5,16  1/2 ,–,–,–,0.800, 13/16,  7/16,1.35,1  3/8 ,–,–,–,2.30,2  5/8 ,1  5/8 ,–,–,–,–,–,6.11,–,–,40.1,–,–,16700,1030,913,15.2,1010,190,123,3.74,–,–,–,34.7,316000,–,146,812,–,–,187,509,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,4.42,35.4,120,–,136,89.9,106,31  3/8 ,7  1/2 ,–,W920X368,W920X368,368,46800,932,930,–,–,–,419,419,–,–,–,20.3,20.6,11.1,34.3,34.9,–,–,–,58.4,66.7,41.3,–,–,–,–,–,6.11,–,–,40.1,–,–,6950,16900,15000,386,420,3110,2020,95.0,–,–,–,14400,84900,–,94200,338,–,–,3060,8340,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,112,899,3050,–,3450,2280,2690,797,191,–
W,W36X231,W36X231,F,231,68.2,36.5,36  1/2 ,–,–,–,16.5,16  1/2 ,–,–,–,0.760,  3/4 ,  3/8 ,1.26,1  1/4 ,–,–,–,2.21,2  9/16,1  9/16,–,–,–,–,–,6.54,–,–,42.2,–,–,15600,963,854,15.1,940,176,114,3.71,–,–,–,28.7,292000,–,145,756,–,–,175,476,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,4.40,35.2,120,–,136,89.5,106,31  3/8 ,7  1/2 ,–,W920X344,W920X344,344,44000,927,927,–,–,–,419,419,–,–,–,19.3,19.0,9.52,32.0,31.8,–,–,–,56.1,65.1,39.7,–,–,–,–,–,6.54,–,–,42.2,–,–,6490,15800,14000,384,391,2880,1870,94.2,–,–,–,11900,78400,–,93500,315,–,–,2870,7800,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,112,894,3050,–,3450,2270,2690,797,191,–
W,W36X256,W36X256,F,256,75.3,37.4,37  3/8 ,–,–,–,12.2,12  1/4 ,–,–,–,0.960, 15/16,  1/2 ,1.73,1  3/4 ,–,–,–,2.48,2 15/16,1 11/16,–,–,–,–,–,3.53,–,–,33.8,–,–,16800,1040,895,14.9,528,137,86.5,2.65,–,–,–,52.9,168000,–,109,576,–,–,174,516,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.24,35.7,108,–,120,87.0,99.2,31  1/2 ,5  1/2 ,–,W920X381,W920X381,381,48600,951,949,–,–,–,310,311,–,–,–,24.4,23.8,12.7,43.9,44.4,–,–,–,63.0,74.6,42.9,–,–,–,–,–,3.53,–,–,33.8,–,–,6990,17000,14700,378,220,2250,1420,67.3,–,–,–,22000,45100,–,70300,240,–,–,2850,8460,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,82.3,907,2740,–,3050,2210,2520,800,140,–
W,W36X232,W36X232,F,232,68.0,37.1,37  1/8 ,–,–,–,12.1,12  1/8 ,–,–,–,0.870,  7/8 ,  7/16,1.57,1  9/16,–,–,–,2.32,2 13/16,1  5/8 ,–,–,–,–,–,3.86,–,–,37.3,–,–,15000,936,809,14.8,468,122,77.2,2.62,–,–,–,39.6,148000,–,108,512,–,–,157,464,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.21,35.5,108,–,120,86.3,98.4,31  1/2 ,5  1/2 ,–,W920X345,W920X345,345,43900,943,943,–,–,–,307,308,–,–,–,22.1,22.2,11.1,39.9,39.7,–,–,–,58.9,71.4,41.3,–,–,–,–,–,3.86,–,–,37.3,–,–,6240,15300,13300,376,195,2000,1270,66.5,–,–,–,16500,39700,–,69700,213,–,–,2570,7600,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,81.5,902,2740,–,3050,2190,2500,800,140,–
W,W36X210,W36X210,F,210,61.9,36.7,36  3/4 ,–,–,–,12.2,12  1/8 ,–,–,–,0.830, 13/16,  7/16,1.36,1  3/8 ,–,–,–,2.11,2  5/8 ,1  5/8 ,–,–,–,–,–,4.48,–,–,39.1,–,–,13200,833,719,14.6,411,107,67.5,2.58,–,–,–,28.0,128000,–,108,446,–,–,136,412,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.18,35.3,107,–,119,85.6,97.8,31  1/2 ,5  1/2 ,–,W920X313,W920X313,313,39900,932,933,–,–,–,310,308,–,–,–,21.1,20.6,11.1,34.5,34.9,–,–,–,53.6,66.7,41.3,–,–,–,–,–,4.48,–,–,39.1,–,–,5490,13700,11800,371,171,1750,1110,65.5,–,–,–,11700,34400,–,69700,186,–,–,2230,6750,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,80.8,897,2720,–,3020,2170,2480,800,140,–
W,W36X194,W36X194,F,194,57.0,36.5,36  1/2 ,–,–,–,12.1,12  1/8 ,–,–,–,0.765,  3/4 ,  3/8 ,1.26,1  1/4 ,–,–,–,2.01,2  1/2 ,1  9/16,–,–,–,–,–,4.81,–,–,42.4,–,–,12100,767,664,14.6,375,97.7,61.9,2.56,–,–,–,22.2,116000,–,107,407,–,–,126,379,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.15,35.2,107,–,119,85.1,97.2,31  1/2 ,5  1/2 ,–,W920X289,W920X289,289,36800,927,927,–,–,–,307,308,–,–,–,19.4,19.0,9.52,32.0,31.8,–,–,–,51.1,63.5,39.7,–,–,–,–,–,4.81,–,–,42.4,–,–,5040,12600,10900,371,156,1600,1010,65.0,–,–,–,9240,31200,–,69000,169,–,–,2060,6210,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,80.0,894,2720,–,3020,2160,2470,800,140,–
W,W36X182,W36X182,F,182,53.6,36.3,36  3/8 ,–,–,–,12.1,12  1/8 ,–,–,–,0.725,  3/4 ,  3/8 ,1.18,1  3/16,–,–,–,1.93,2  3/8 ,1  9/16,–,–,–,–,–,5.12,–,–,44.8,–,–,11300,718,623,14.5,347,90.7,57.6,2.55,–,–,–,18.5,107000,–,106,378,–,–,118,355,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.13,35.1,106,–,118,84.7,96.8,31  1/2 ,5  1/2 ,–,W920X271,W920X271,271,34600,922,924,–,–,–,307,308,–,–,–,18.4,19.0,9.52,30.0,30.2,–,–,–,49.0,60.3,39.7,–,–,–,–,–,5.12,–,–,44.8,–,–,4700,11800,10200,368,144,1490,944,64.8,–,–,–,7700,28700,–,68400,157,–,–,1930,5820,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,79.5,892,2690,–,3000,2150,2460,800,140,–
